Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,stack_Voltage,min_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max,mean_curr,V
2462,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789305,4359.523,6091.002,0.000426187,5.16E-11,1001.83,1092.406,1097.093,5213.15,0.8789305
2463,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695309,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575058,0.2566463,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789304,4359.524,6091.003,0.000421388,7.75E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2464,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785068,0.03610151,0.04695309,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789304,4359.524,6091.001,0.000441968,3.51E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2465,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789304,4359.524,6091.007,0.000423066,5.96E-11,1001.829,1092.406,1097.093,5213.15,0.8789304
2466,1001.829,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509992,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789304,4359.524,6091.003,0.0003953,9.60E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2467,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789304,4359.525,6091.004,0.000419781,8.72E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2468,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509992,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.524,6091.003,0.000447531,6.42E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2469,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142715,0.3208409,0.3509992,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575059,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.525,6091.006,0.000451879,7.09E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2470,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785068,0.0361015,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566463,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789303,4359.525,6091.005,0.000434617,4.01E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2471,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789303,4359.526,6091.007,0.000398236,9.48E-11,1001.83,1092.406,1097.093,5213.15,0.8789303
2472,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.526,6091.005,0.000432253,8.19E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2473,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789303,4359.526,6091.005,0.00045025,8.91E-11,1001.83,1092.406,1097.093,5213.15,0.8789303
2474,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.526,6091.005,0.000420846,9.90E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2475,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142713,0.3208409,0.3509991,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.527,6091.003,0.000423737,1.81E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2476,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785067,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.527,6091.003,0.000497157,4.62E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2477,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789303,4359.528,6091.001,0.000477279,4.18E-11,1001.83,1092.406,1097.093,5213.152,0.8789303
2478,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789303,4359.528,6091.001,0.00038519,4.21E-11,1001.83,1092.406,1097.093,5213.153,0.8789303
2479,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785067,0.0361015,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575059,0.2566462,0.3185121,0.3848997,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789304,4359.528,6091,0.000393093,7.37E-11,1001.83,1092.406,1097.093,5213.153,0.8789304
2480,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509992,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566461,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789304,4359.527,6091.003,0.000451531,9.91E-11,1001.83,1092.406,1097.093,5213.153,0.8789304
2481,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142715,0.3208409,0.3509992,0.02785067,0.03610151,0.04695314,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575059,0.2566461,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789304,4359.528,6091.004,0.000483059,3.07E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2482,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509992,0.02785068,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789304,4359.527,6091.003,0.000437754,9.12E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2483,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.528,6091.003,0.000381435,5.96E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2484,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509992,0.02785068,0.03610152,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.318512,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.002,0.000415724,7.92E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2485,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142713,0.3208409,0.3509992,0.02785068,0.03610152,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.318512,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.526,6091.005,0.000436896,5.55E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2486,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509992,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566462,0.318512,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.526,6091.003,0.000411646,8.51E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2487,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142713,0.3208409,0.3509991,0.02785067,0.0361015,0.04695309,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.526,6091.006,0.000388656,6.02E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2488,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142713,0.320841,0.3509991,0.02785067,0.0361015,0.04695309,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.526,6091.004,0.000414276,7.67E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2489,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.320841,0.3509991,0.02785067,0.0361015,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789303,4359.527,6091.006,0.000452995,8.50E-11,1001.83,1092.406,1097.093,5213.15,0.8789303
2490,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509992,0.02785067,0.0361015,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.527,6091.005,0.000472591,7.46E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2491,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142715,0.3208409,0.3509991,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.528,6091.003,0.000443811,6.23E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2492,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789304,4359.527,6091.004,0.000413074,6.54E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2493,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.005,0.000452185,9.38E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2494,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785068,0.03610152,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566462,0.318512,0.3848995,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789304,4359.527,6091.002,0.000442863,8.05E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2495,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.528,6091.003,0.000400341,3.03E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2496,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789304,4359.527,6091.002,0.000430283,9.37E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2497,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566461,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789304,4359.527,6091.005,0.0004463,7.25E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2498,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785067,0.0361015,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575058,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.004,0.000420457,9.86E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2499,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.0361015,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.004,0.000394983,5.51E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2500,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509991,0.02785067,0.03610151,0.04695314,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531372,0.07575058,0.2566461,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.005,0.000424373,6.10E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2501,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610152,0.04695314,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566461,0.318512,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.004,0.000437118,5.11E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2502,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785068,0.03610152,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.004,0.000454334,7.07E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2503,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575059,0.2566463,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.002,0.000462708,2.46E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2504,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509991,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566463,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.006,0.000429476,2.95E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2505,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.004,0.000442892,6.27E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2506,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509992,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.526,6091.005,0.000469044,7.09E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2507,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.0361015,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531374,0.07575058,0.2566462,0.3185121,0.3848997,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.002,0.000435673,7.52E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2508,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.006,0.000437593,6.75E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2509,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142713,0.3208409,0.3509991,0.02785068,0.03610152,0.04695314,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575058,0.2566461,0.318512,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.004,0.000447994,4.01E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2510,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.003,0.000427979,8.84E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2511,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.004,0.000408276,9.33E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2512,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785068,0.03610152,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.003,0.000425505,9.59E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
