Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,stack_Voltage,min_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max,mean_curr,V
2410,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785068,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566461,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.001,0.000425793,2.95E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2411,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142715,0.3208409,0.3509991,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061115,5000,5000,0.8789304,4359.527,6091.002,0.000484812,6.38E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2412,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509991,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531372,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.002,0.00047479,8.13E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2413,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142715,0.3208409,0.3509991,0.02785067,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061115,5000,5000,0.8789304,4359.527,6091.004,0.00041168,7.91E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2414,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.001,0.000431687,2.85E-11,1001.83,1092.406,1097.093,5213.152,0.8789304
2415,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142713,0.3208409,0.350999,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045938,0.07531374,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.004,0.000449898,5.77E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2416,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509991,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566461,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.002,0.000440488,8.13E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2417,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142713,0.3208409,0.3509991,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531374,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.527,6091.003,0.000407911,8.46E-11,1001.829,1092.406,1097.093,5213.151,0.8789304
2418,1001.829,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509993,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045934,0.07531373,0.07575058,0.2566461,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.003,0.000444571,3.07E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2419,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695314,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566461,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.526,6091.002,0.000440584,2.91E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2420,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789304,4359.525,6091.004,0.000387236,8.45E-11,1001.83,1092.406,1097.093,5213.151,0.8789304
2421,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.525,6091.003,0.00041763,7.20E-11,1001.829,1092.406,1097.093,5213.151,0.8789304
2422,1001.829,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509993,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045934,0.07531372,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.525,6091.004,0.000427343,4.33E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2423,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142715,0.3208409,0.3509991,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.526,6091.002,0.000417872,9.26E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2424,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509992,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789304,4359.525,6091.002,0.000435121,4.93E-11,1001.83,1092.406,1097.093,5213.15,0.8789304
2425,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789303,4359.526,6091.002,0.000436207,1.83E-11,1001.829,1092.406,1097.093,5213.149,0.8789303
2426,1001.829,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509993,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045934,0.07531372,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789303,4359.525,6091,0.000406061,8.98E-11,1001.83,1092.406,1097.093,5213.15,0.8789303
2427,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142713,0.3208409,0.3509991,0.02785068,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566461,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789303,4359.526,6091.002,0.000428682,2.87E-11,1001.83,1092.406,1097.093,5213.15,0.8789303
2428,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509992,0.02785068,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789303,4359.526,6090.999,0.000479525,7.09E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2429,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789303,4359.527,6091.004,0.000464524,5.00E-11,1001.83,1092.406,1097.093,5213.15,0.8789303
2430,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509992,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531372,0.07575058,0.2566463,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.526,6091.001,0.000395576,7.98E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2431,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061115,5000,5000,0.8789303,4359.527,6091.003,0.000403657,3.02E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2432,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509992,0.02785067,0.0361015,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.527,6091,0.000436407,8.38E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2433,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509992,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.527,6091.004,0.000482069,6.09E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2434,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.320841,0.3509992,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.527,6091.001,0.000456748,4.09E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2435,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.528,6091.003,0.000381458,5.97E-11,1001.83,1092.406,1097.093,5213.152,0.8789303
2436,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509992,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.527,6091.003,0.000423383,7.84E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2437,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.528,6091.003,0.000511837,9.64E-11,1001.83,1092.406,1097.093,5213.151,0.8789303
2438,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.320841,0.3509992,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531372,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000,0.8789303,4359.527,6091.003,0.000462492,6.34E-11,1001.83,1092.406,1097.093,5213.152,0.8789303
2439,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575058,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789303,4359.528,6091.004,0.000373631,9.99E-11,1001.83,1092.406,1097.093,5213.152,0.8789303
2440,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785067,0.0361015,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789303,4359.528,6091.003,0.000463811,9.65E-11,1001.83,1092.406,1097.093,5213.153,0.8789303
2441,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789303,4359.528,6091.003,0.000492868,7.40E-11,1001.83,1092.406,1097.093,5213.152,0.8789303
2442,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785068,0.03610151,0.04695314,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531374,0.07575059,0.2566461,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.003,0.8789304,4359.528,6091.003,0.00044796,6.63E-11,1001.83,1092.406,1097.093,5213.154,0.8789304
2443,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.350999,0.02785068,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045938,0.07531374,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789304,4359.528,6091.004,0.000425057,7.44E-11,1001.83,1092.406,1097.093,5213.154,0.8789304
2444,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509991,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789304,4359.527,6091.003,0.000416801,8.12E-11,1001.83,1092.406,1097.093,5213.154,0.8789304
2445,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789304,4359.527,6091.006,0.000433795,5.11E-11,1001.83,1092.406,1097.093,5213.153,0.8789304
2446,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785067,0.03610152,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789304,4359.526,6091.005,0.000448416,8.89E-11,1001.83,1092.406,1097.093,5213.153,0.8789304
2447,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785067,0.03610152,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789305,4359.527,6091.005,0.000444651,8.13E-11,1001.83,1092.406,1097.093,5213.153,0.8789305
2448,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509991,0.02785067,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848997,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789305,4359.526,6091.004,0.000422338,8.68E-11,1001.83,1092.406,1097.093,5213.153,0.8789305
2449,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939923,0.07045936,0.07531374,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789305,4359.527,6091.003,0.000440829,6.94E-11,1001.83,1092.406,1097.093,5213.153,0.8789305
2450,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789305,4359.526,6091.002,0.000457465,9.26E-11,1001.83,1092.406,1097.093,5213.153,0.8789305
2451,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789305,4359.527,6091.003,0.000441557,9.99E-11,1001.83,1092.406,1097.093,5213.153,0.8789305
2452,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785068,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789305,4359.526,6091,0.000439999,5.51E-11,1001.83,1092.406,1097.093,5213.154,0.8789305
2453,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.002,0.8789306,4359.526,6091.003,0.000456474,8.74E-11,1001.83,1092.406,1097.093,5213.153,0.8789306
2454,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575058,0.2566461,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789306,4359.525,6090.999,0.000447698,3.47E-11,1001.83,1092.406,1097.093,5213.153,0.8789306
2455,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785067,0.03610151,0.04695312,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789306,4359.525,6091.003,0.000435089,9.01E-11,1001.83,1092.406,1097.093,5213.153,0.8789306
2456,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785067,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789306,4359.524,6091,0.000437549,5.94E-11,1001.83,1092.406,1097.093,5213.152,0.8789306
2457,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142715,0.3208409,0.3509991,0.02785066,0.03610151,0.04695311,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566462,0.3185121,0.3848997,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789306,4359.524,6091.002,0.000441176,9.88E-11,1001.83,1092.406,1097.093,5213.151,0.8789306
2458,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785067,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045935,0.07531373,0.07575058,0.2566462,0.3185121,0.3848997,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789305,4359.523,6091.001,0.000441538,6.73E-11,1001.83,1092.406,1097.093,5213.15,0.8789305
2459,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142715,0.3208409,0.3509991,0.02785067,0.03610151,0.0469531,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566463,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789305,4359.524,6091.001,0.000427274,4.14E-11,1001.83,1092.406,1097.093,5213.15,0.8789305
2460,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509992,0.02785067,0.03610151,0.04695313,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566462,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789305,4359.523,6090.999,0.000452937,7.92E-11,1001.83,1092.406,1097.093,5213.15,0.8789305
2461,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142714,0.3208409,0.3509991,0.02785068,0.03610151,0.04695314,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708685,0.00083412,0.000939922,0.07045937,0.07531373,0.07575058,0.2566461,0.3185121,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.998,0.8789305,4359.524,6091.001,0.000472594,9.83E-11,1001.83,1092.406,1097.093,5213.149,0.8789305
