Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,V,stack_Voltage,min_curr,mean_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max
150, 1228.802, 1478.051, 1492.747, 1388.978, 1479.656, 1492.74, 0.2311371, 0.2363521, 0.286171, 0.02148684, 0.02835133, 0.03518647, 4.95061e-05, 5.525132e-05, 5.574856e-05, 3.226686e-05, 4.00606e-05, 4.430914e-05, 0.0001729948, 0.0002338647, 0.0002376174, 0.001259267, 0.001421357, 0.001566012, 0.0829546, 0.09541619, 0.09618941, 0.3344617, 0.390163, 0.4725615, 3.84e-09, 0.8894929, 0.9937237, 5000, 3341.846, -0.9382274, -0.9382274, 3287.02, 3341.846, 3483.375, 0.002587963, 2.626588e-11, 1230.162, 1481.739, 1495.446
151, 1230.162, 1480.665, 1495.441, 1391.152, 1482.277, 1495.434, 0.230724, 0.2359364, 0.2858548, 0.02145005, 0.02829576, 0.03512575, 4.954146e-05, 5.531357e-05, 5.581249e-05, 3.230682e-05, 4.011778e-05, 4.438076e-05, 0.0001733099, 0.0002345413, 0.0002383184, 0.001263482, 0.001426168, 0.001570887, 0.08302687, 0.0955428, 0.09631914, 0.3350085, 0.3908155, 0.4732069, 3.84e-09, 0.8887859, 0.9932397, 5000, 3335.943, -0.954868, -0.954868, 3281.145, 3335.943, 3477.655, 0.00257797, 7.130774e-11, 1231.522, 1484.358, 1498.141
152, 1231.522, 1483.281, 1498.135, 1393.327, 1484.898, 1498.129, 0.2303122, 0.2355219, 0.2855395, 0.02141336, 0.02824021, 0.03506461, 4.95768e-05, 5.537579e-05, 5.587638e-05, 3.234679e-05, 4.017485e-05, 4.44521e-05, 0.000173625, 0.000235219, 0.0002390204, 0.00126772, 0.001430992, 0.001575771, 0.08309909, 0.09566928, 0.09644873, 0.3355603, 0.39147, 0.4738525, 3.84e-09, 0.8880809, 0.9927554, 5000, 3330.058, -0.9715674, -0.9715674, 3275.288, 3330.058, 3471.95, 0.002567148, 8.822008e-11, 1232.887, 1486.979, 1500.837
153, 1232.887, 1485.897, 1500.832, 1395.504, 1487.521, 1500.825, 0.2299016, 0.2351087, 0.2852237, 0.02137678, 0.02818468, 0.03500304, 4.961225e-05, 5.543797e-05, 5.594023e-05, 3.238676e-05, 4.023183e-05, 4.452319e-05, 0.0001739415, 0.0002358977, 0.0002397235, 0.00127198, 0.00143583, 0.001580664, 0.08317153, 0.09579563, 0.09657815, 0.3361168, 0.3921264, 0.4744983, 3.84e-09, 0.8873778, 0.9922708, 5000, 3324.192, -0.9883255, -0.9883255, 3269.449, 3324.192, 3466.262, 0.002556879, 6.039582e-11, 1234.252, 1489.601, 1503.535
154, 1234.252, 1488.515, 1503.529, 1397.682, 1490.146, 1503.522, 0.2294923, 0.2346967, 0.2849084, 0.02134031, 0.02812919, 0.03494109, 4.96477e-05, 5.550012e-05, 5.600407e-05, 3.242674e-05, 4.028871e-05, 4.459401e-05, 0.0001742585, 0.0002365773, 0.0002404275, 0.001276263, 0.001440682, 0.001585565, 0.083244, 0.09592184, 0.09670742, 0.336678, 0.3927847, 0.4751444, 3.84e-09, 0.8866765, 0.991786, 5000, 3318.342, -1.005142, -1.005142, 3263.629, 3318.342, 3460.59, 0.002546934, 7.180619e-11, 1235.617, 1492.224, 1506.233
155, 1235.617, 1491.135, 1506.228, 1399.862, 1492.771, 1506.221, 0.2290843, 0.234286, 0.2845939, 0.02130395, 0.02807374, 0.03487875, 4.968313e-05, 5.556224e-05, 5.606789e-05, 3.246673e-05, 4.034549e-05, 4.466459e-05, 0.0001745755, 0.0002372579, 0.0002411326, 0.001280567, 0.001445546, 0.001590475, 0.08331642, 0.09604791, 0.09683651, 0.3372438, 0.3934449, 0.4757908, 3.84e-09, 0.8859772, 0.9913009, 5000, 3312.511, -1.022017, -1.022017, 3257.826, 3312.511, 3454.934, 0.002536398, 5.796531e-11, 1236.987, 1494.848, 1508.933
156, 1236.987, 1493.755, 1508.928, 1402.043, 1495.398, 1508.921, 0.2286775, 0.2338765, 0.2842791, 0.02126769, 0.02801834, 0.03481606, 4.971866e-05, 5.562432e-05, 5.613167e-05, 3.250673e-05, 4.040219e-05, 4.473491e-05, 0.0001748938, 0.0002379395, 0.0002418387, 0.001284893, 0.001450423, 0.001595393, 0.08338904, 0.09617382, 0.09696542, 0.3378142, 0.3941069, 0.4764373, 3.84e-09, 0.8852796, 0.9908155, 5000, 3306.698, -1.03895, -1.03895, 3252.041, 3306.698, 3449.294, 0.002526405, 3.759043e-11, 1238.356, 1497.473, 1511.634
157, 1238.356, 1496.376, 1511.629, 1404.225, 1498.025, 1511.622, 0.228272, 0.2334683, 0.2839651, 0.02123154, 0.02796299, 0.03475303, 4.975414e-05, 5.568636e-05, 5.61954e-05, 3.254672e-05, 4.045879e-05, 4.480499e-05, 0.0001752121, 0.0002386221, 0.0002425457, 0.00128924, 0.001455313, 0.00160032, 0.08346159, 0.09629957, 0.09709415, 0.338389, 0.3947707, 0.4770841, 3.84e-09, 0.8845839, 0.9903298, 5000, 3300.902, -1.055941, -1.055941, 3246.274, 3300.902, 3443.67, 0.002516186, 5.417427e-11, 1239.729, 1500.099, 1514.337
158, 1239.729, 1498.999, 1514.331, 1406.409, 1500.654, 1514.324, 0.2278677, 0.2330613, 0.2836509, 0.02119549, 0.02790769, 0.03468968, 4.978973e-05, 5.574836e-05, 5.625909e-05, 3.258673e-05, 4.05153e-05, 4.487483e-05, 0.0001755317, 0.0002393055, 0.0002432537, 0.001293608, 0.001460215, 0.001605255, 0.08353434, 0.09642516, 0.09722269, 0.3389682, 0.3954362, 0.4777312, 3.84e-09, 0.8838898, 0.9898439, 5000, 3295.125, -1.07299, -1.07299, 3240.525, 3295.125, 3438.062, 0.002506265, 6.232874e-11, 1241.101, 1502.727, 1517.04
159, 1241.101, 1501.623, 1517.035, 1408.594, 1503.284, 1517.027, 0.2274647, 0.2326556, 0.2833376, 0.02115955, 0.02785245, 0.03462601, 4.982526e-05, 5.581032e-05, 5.632274e-05, 3.262674e-05, 4.057171e-05, 4.494443e-05, 0.0001758512, 0.0002399899, 0.0002439627, 0.001297996, 0.001465129, 0.001610197, 0.08360699, 0.09655059, 0.09735104, 0.3395518, 0.3961034, 0.4783784, 3.84e-09, 0.8831975, 0.9893578, 5000, 3289.365, -1.090096, -1.090096, 3234.795, 3289.365, 3432.47, 0.002496191, 4.479096e-11, 1242.477, 1505.355, 1519.745
160, 1242.477, 1504.247, 1519.739, 1410.78, 1505.915, 1519.732, 0.227063, 0.2322511, 0.283024, 0.02112372, 0.02779729, 0.03456206, 4.98609e-05, 5.587224e-05, 5.638634e-05, 3.266675e-05, 4.062805e-05, 4.50138e-05, 0.000176172, 0.0002406753, 0.0002446726, 0.001302405, 0.001470056, 0.001615149, 0.08367986, 0.09667584, 0.09747919, 0.3401396, 0.3967724, 0.4790258, 3.84e-09, 0.8825067, 0.9888714, 5000, 3283.623, -1.10726, -1.10726, 3229.082, 3283.623, 3426.895, 0.002486372, 7.200437e-11, 1243.852, 1507.985, 1522.45
161, 1243.852, 1506.873, 1522.444, 1412.968, 1508.547, 1522.437, 0.2266626, 0.2318479, 0.2827114, 0.02108799, 0.02774219, 0.03449784, 4.989648e-05, 5.593412e-05, 5.644988e-05, 3.270676e-05, 4.068429e-05, 4.508294e-05, 0.0001764926, 0.0002413615, 0.0002453834, 0.001306834, 0.001474995, 0.001620108, 0.08375263, 0.09680091, 0.09760713, 0.3407316, 0.397443, 0.4796735, 3.84e-09, 0.8818176, 0.9883848, 5000, 3277.899, -1.124481, -1.124481, 3223.387, 3277.899, 3421.335, 0.002476416, 2.687857e-11, 1245.232, 1510.615, 1525.156
162, 1245.232, 1509.5, 1525.151, 1415.156, 1511.18, 1525.144, 0.2262634, 0.2314459, 0.2823985, 0.02105238, 0.02768717, 0.03443336, 4.993217e-05, 5.599595e-05, 5.651338e-05, 3.274678e-05, 4.074045e-05, 4.515185e-05, 0.0001768146, 0.0002420486, 0.0002460952, 0.001311282, 0.001479946, 0.001625075, 0.0838256, 0.0969258, 0.09773485, 0.3413277, 0.3981152, 0.4803213, 3.84e-09, 0.8811301, 0.987898, 5000, 3272.193, -1.141759, -1.141759, 3217.71, 3272.193, 3415.792, 0.002466707, 9.401917e-11, 1246.61, 1513.247, 1527.864
163, 1246.61, 1512.127, 1527.858, 1417.346, 1513.813, 1527.851, 0.2258655, 0.2310452, 0.2820866, 0.02101686, 0.02763223, 0.03436864, 4.99678e-05, 5.605773e-05, 5.657683e-05, 3.27868e-05, 4.079652e-05, 4.522055e-05, 0.0001771364, 0.0002427366, 0.0002468078, 0.00131575, 0.001484908, 0.001630067, 0.08389847, 0.09705049, 0.09786236, 0.3419279, 0.398789, 0.4809694, 3.84e-09, 0.8804441, 0.9874109, 5000, 3266.505, -1.159094, -1.159094, 3212.051, 3266.505, 3410.264, 0.002456842, 9.519568e-11, 1247.99, 1515.879, 1530.572
164, 1247.99, 1514.756, 1530.566, 1419.537, 1516.448, 1530.559, 0.2254688, 0.2306457, 0.2817748, 0.02098146, 0.02757737, 0.03430369, 5.000347e-05, 5.611947e-05, 5.664022e-05, 3.282682e-05, 4.085252e-05, 4.528902e-05, 0.000177459, 0.0002434254, 0.0002475214, 0.001320238, 0.001489882, 0.001635086, 0.08397142, 0.09717499, 0.09798963, 0.3425321, 0.3994645, 0.4816176, 3.84e-09, 0.8797596, 0.9869236, 5000, 3260.835, -1.176486, -1.176486, 3206.41, 3260.835, 3404.753, 0.002447158, 9.710674e-11, 1249.372, 1518.512, 1533.281
165, 1249.372, 1517.385, 1533.276, 1421.729, 1519.084, 1533.268, 0.2250734, 0.2302475, 0.2814634, 0.02094616, 0.0275226, 0.03423853, 5.003917e-05, 5.618116e-05, 5.670356e-05, 3.286684e-05, 4.090843e-05, 4.535729e-05, 0.0001777821, 0.0002441151, 0.0002482358, 0.001324744, 0.001494868, 0.001640113, 0.08404444, 0.09729929, 0.09811668, 0.3431402, 0.4001415, 0.482266, 3.84e-09, 0.8790767, 0.9864361, 5000, 3255.182, -1.193934, -1.193934, 3200.787, 3255.182, 3399.258, 0.002437514, 6.381605e-11, 1250.756, 1521.146, 1535.991
166, 1250.756, 1520.015, 1535.986, 1423.923, 1521.72, 1535.978, 0.2246792, 0.2298506, 0.2811523, 0.02091097, 0.02746793, 0.03417317, 5.007489e-05, 5.62428e-05, 5.676684e-05, 3.290687e-05, 4.096426e-05, 4.542534e-05, 0.0001781059, 0.0002448057, 0.0002489511, 0.001329269, 0.001499865, 0.001645147, 0.0841175, 0.09742338, 0.09824348, 0.3437522, 0.40082, 0.4829146, 3.84e-09, 0.8783952, 0.9859485, 5000, 3249.548, -1.211438, -1.211438, 3195.182, 3249.548, 3393.779, 0.002427923, 7.869687e-11, 1252.141, 1523.781, 1538.702
167, 1252.141, 1522.646, 1538.696, 1426.117, 1524.357, 1538.689, 0.2242863, 0.2294548, 0.2808416, 0.02087589, 0.02741335, 0.03410764, 5.011063e-05, 5.630438e-05, 5.683006e-05, 3.294689e-05, 4.102001e-05, 4.549319e-05, 0.0001784302, 0.000245497, 0.0002496672, 0.001333812, 0.001504873, 0.00165019, 0.08419062, 0.09754726, 0.09837004, 0.344368, 0.4015, 0.4835634, 3.84e-09, 0.8777151, 0.9854606, 5000, 3243.931, -1.228999, -1.228999, 3189.594, 3243.931, 3388.317, 0.002418384, 4.76596e-11, 1253.527, 1526.416, 1541.414
168, 1253.527, 1525.278, 1541.408, 1428.312, 1526.995, 1541.4, 0.2238947, 0.2290604, 0.2805312, 0.02084091, 0.02735887, 0.03404193, 5.01464e-05, 5.636592e-05, 5.689323e-05, 3.298691e-05, 4.107568e-05, 4.556083e-05, 0.0001787551, 0.0002461892, 0.0002503842, 0.001338374, 0.001509892, 0.00165524, 0.08426378, 0.09767091, 0.09849634, 0.3449876, 0.4021816, 0.4842123, 3.84e-09, 0.8770365, 0.9849725, 5000, 3238.332, -1.246616, -1.246616, 3184.025, 3238.332, 3382.87, 0.002408897, 8.857478e-11, 1254.915, 1529.052, 1544.126
169, 1254.915, 1527.911, 1544.12, 1430.508, 1529.633, 1544.113, 0.2235043, 0.2286671, 0.2802212, 0.02080604, 0.0273045, 0.03397608, 5.018218e-05, 5.642739e-05, 5.695633e-05, 3.302693e-05, 4.113127e-05, 4.562828e-05, 0.0001790806, 0.0002468822, 0.0002511019, 0.001342953, 0.001514922, 0.001660298, 0.084337, 0.09779435, 0.09862239, 0.3456108, 0.4028646, 0.4848614, 3.84e-09, 0.8763591, 0.9844842, 5000, 3232.75, -1.264288, -1.264288, 3178.474, 3232.75, 3377.44, 0.002399464, 6.805595e-11, 1256.305, 1531.689, 1546.839
170, 1256.305, 1530.544, 1546.833, 1432.705, 1532.273, 1546.826, 0.2231152, 0.2282752, 0.2799116, 0.02077128, 0.02725023, 0.03391009, 5.021799e-05, 5.648881e-05, 5.701937e-05, 3.306695e-05, 4.118679e-05, 4.569553e-05, 0.0001794066, 0.000247576, 0.0002518205, 0.00134755, 0.001519963, 0.001665363, 0.08441026, 0.09791754, 0.09874816, 0.3462376, 0.403549, 0.4855107, 3.84e-09, 0.8756832, 0.9839958, 5000, 3227.187, -1.282016, -1.282016, 3172.94, 3227.187, 3372.025, 0.002390084, 3.620987e-11, 1257.696, 1534.327, 1549.553
171, 1257.696, 1533.178, 1549.547, 1434.904, 1534.912, 1549.539, 0.2227274, 0.2278844, 0.2796023, 0.02073662, 0.02719608, 0.03384397, 5.025382e-05, 5.655018e-05, 5.708234e-05, 3.310696e-05, 4.124223e-05, 4.57626e-05, 0.0001797332, 0.0002482705, 0.0002525399, 0.001352164, 0.001525015, 0.001670436, 0.08448357, 0.0980405, 0.09887367, 0.3468681, 0.4042349, 0.4861601, 3.84e-09, 0.8750085, 0.9835072, 5000, 3221.641, -1.2998, -1.2998, 3167.424, 3221.641, 3366.627, 0.002380755, 7.352826e-11, 1259.088, 1536.965, 1552.267
172, 1259.088, 1535.812, 1552.261, 1437.103, 1537.553, 1552.254, 0.2223408, 0.2274949, 0.2792934, 0.02070207, 0.02714204, 0.03377773, 5.028966e-05, 5.661148e-05, 5.714525e-05, 3.314697e-05, 4.12976e-05, 4.582947e-05, 0.0001800604, 0.0002489659, 0.0002532601, 0.001356796, 0.001530077, 0.001675516, 0.08455691, 0.09816322, 0.09899889, 0.3475021, 0.4049222, 0.4868097, 3.84e-09, 0.8743351, 0.9830184, 5000, 3216.113, -1.317639, -1.317639, 3161.926, 3216.113, 3361.245, 0.002371477, 5.292354e-11, 1260.482, 1539.604, 1554.982
173, 1260.482, 1538.447, 1554.976, 1439.303, 1540.194, 1554.969, 0.2219554, 0.2271067, 0.2789848, 0.02066763, 0.02708811, 0.03371138, 5.032553e-05, 5.667273e-05, 5.720809e-05, 3.318698e-05, 4.135289e-05, 4.589616e-05, 0.000180388, 0.0002496619, 0.000253981, 0.001361444, 0.00153515, 0.001680603, 0.0846303, 0.09828569, 0.09912382, 0.3481396, 0.4056109, 0.4874594, 3.84e-09, 0.8736629, 0.9825294, 5000, 3210.603, -1.335533, -1.335533, 3156.446, 3210.603, 3355.879, 0.002362249, 6.783879e-11, 1261.876, 1542.243, 1557.698
174, 1261.876, 1541.083, 1557.692, 1441.503, 1542.836, 1557.684, 0.2215713, 0.2267196, 0.2786767, 0.0206333, 0.0270343, 0.03364495, 5.036141e-05, 5.673391e-05, 5.727087e-05, 3.322699e-05, 4.140811e-05, 4.596266e-05, 0.0001807163, 0.0002503588, 0.0002547027, 0.001366109, 0.001540233, 0.001685698, 0.08470373, 0.0984079, 0.09924846, 0.3487805, 0.406301, 0.4881093, 3.84e-09, 0.872992, 0.9820403, 5000, 3205.11, -1.353482, -1.353482, 3150.984, 3205.11, 3350.529, 0.002353072, 9.364958e-11, 1263.273, 1544.883, 1560.414
175, 1263.273, 1543.719, 1560.408, 1443.705, 1545.478, 1560.4, 0.2211884, 0.2263339, 0.278369, 0.02059907, 0.02698062, 0.03357843, 5.039731e-05, 5.679503e-05, 5.733357e-05, 3.326699e-05, 4.146326e-05, 4.602899e-05, 0.000181045, 0.0002510563, 0.0002554252, 0.001370791, 0.001545326, 0.0016908, 0.0847772, 0.09852984, 0.09937279, 0.3494249, 0.4069924, 0.4887593, 3.84e-09, 0.8723222, 0.981551, 5000, 3199.636, -1.371485, -1.371485, 3145.539, 3199.636, 3345.195, 0.002343945, 4.466089e-11, 1264.67, 1547.523, 1563.131
176, 1264.67, 1546.356, 1563.125, 1445.907, 1548.121, 1563.117, 0.2208068, 0.2259493, 0.2780616, 0.02056494, 0.02692706, 0.03351183, 5.043322e-05, 5.685608e-05, 5.739623e-05, 3.330699e-05, 4.151834e-05, 4.609514e-05, 0.0001813743, 0.0002517546, 0.0002561483, 0.001375488, 0.00155043, 0.001695909, 0.0848507, 0.09865152, 0.09949682, 0.3500727, 0.4076852, 0.4894095, 3.84e-09, 0.8716536, 0.9810616, 5000, 3194.178, -1.389543, -1.389543, 3140.112, 3194.178, 3339.877, 0.002334868, 6.081029e-11, 1266.069, 1550.164, 1565.848
177, 1266.069, 1548.993, 1565.842, 1448.111, 1550.764, 1565.834, 0.2204264, 0.225566, 0.2777547, 0.02053092, 0.02687363, 0.03344518, 5.046915e-05, 5.691707e-05, 5.745883e-05, 3.334698e-05, 4.157335e-05, 4.616111e-05, 0.000181704, 0.0002524536, 0.0002568722, 0.001380202, 0.001555543, 0.001701026, 0.08492424, 0.09877292, 0.09962053, 0.3507238, 0.4083794, 0.4900598, 3.84e-09, 0.8709862, 0.9805721, 5000, 3188.739, -1.407656, -1.407656, 3134.702, 3188.739, 3334.575, 0.002325842, 3.222861e-11, 1267.469, 1552.805, 1568.565
178, 1267.469, 1551.631, 1568.559, 1450.315, 1553.407, 1568.551, 0.2200473, 0.2251839, 0.2774482, 0.02049701, 0.02682033, 0.03337848, 5.050509e-05, 5.697799e-05, 5.752135e-05, 3.338697e-05, 4.162829e-05, 4.622692e-05, 0.0001820343, 0.0002531533, 0.0002575968, 0.001384932, 0.001560666, 0.001706149, 0.08499781, 0.09889404, 0.09974391, 0.3513782, 0.4090748, 0.4907103, 3.84e-09, 0.8703198, 0.9800824, 5000, 3183.317, -1.425823, -1.425823, 3129.311, 3183.317, 3329.289, 0.002316864, 4.397116e-11, 1268.87, 1555.447, 1571.283
179, 1268.87, 1554.269, 1571.277, 1452.52, 1556.051, 1571.269, 0.2196694, 0.2248031, 0.277142, 0.02046321, 0.02676716, 0.03331173, 5.054105e-05, 5.703885e-05, 5.758379e-05, 3.342695e-05, 4.168316e-05, 4.629255e-05, 0.0001823652, 0.0002538536, 0.0002583221, 0.001389677, 0.001565799, 0.001711279, 0.08507142, 0.09901487, 0.09986696, 0.3520358, 0.4097716, 0.4913609, 3.84e-09, 0.8696545, 0.9795925, 5000, 3177.912, -1.444044, -1.444044, 3123.937, 3177.912, 3324.019, 0.002307937, 2.984109e-11, 1270.272, 1558.089, 1574.002
180, 1270.272, 1556.907, 1573.996, 1454.725, 1558.696, 1573.988, 0.2192928, 0.2244234, 0.2768363, 0.02042951, 0.02671413, 0.03324496, 5.057702e-05, 5.709963e-05, 5.764615e-05, 3.346692e-05, 4.173796e-05, 4.635803e-05, 0.0001826965, 0.0002545547, 0.000259048, 0.001394438, 0.001570942, 0.001716417, 0.08514506, 0.0991354, 0.09998968, 0.3526967, 0.4104697, 0.4920116, 3.84e-09, 0.8689903, 0.9791026, 5000, 3172.525, -1.462318, -1.462318, 3118.58, 3172.525, 3318.765, 0.002299057, 9.554344e-11, 1271.676, 1560.731, 1576.721
181, 1271.676, 1559.546, 1576.714, 1456.931, 1561.34, 1576.706, 0.2189173, 0.224045, 0.2765311, 0.02039591, 0.02666123, 0.03317817, 5.061301e-05, 5.716034e-05, 5.770844e-05, 3.350689e-05, 4.179269e-05, 4.642334e-05, 0.0001830283, 0.0002552563, 0.0002597747, 0.001399213, 0.001576094, 0.001721561, 0.08521873, 0.09925563, 0.100112, 0.3533607, 0.4111691, 0.4926625, 3.84e-09, 0.8683271, 0.9786125, 5000, 3167.156, -1.480647, -1.480647, 3113.241, 3167.156, 3313.527, 0.002290227, 6.701993e-11, 1273.081, 1563.374, 1579.44
182, 1273.081, 1562.186, 1579.434, 1459.138, 1563.986, 1579.426, 0.2185432, 0.2236679, 0.2762262, 0.02036242, 0.02660847, 0.03311136, 5.064901e-05, 5.722098e-05, 5.777064e-05, 3.354685e-05, 4.184736e-05, 4.648849e-05, 0.0001833606, 0.0002559587, 0.0002605019, 0.001404004, 0.001581256, 0.001726712, 0.08529243, 0.09937555, 0.1002341, 0.3540279, 0.4118697, 0.4933134, 3.84e-09, 0.867665, 0.9781222, 5000, 3161.803, -1.499029, -1.499029, 3107.92, 3161.803, 3308.305, 0.002281444, 5.196124e-11, 1274.487, 1566.017, 1582.159
183, 1274.487, 1564.825, 1582.153, 1461.346, 1566.631, 1582.145, 0.2181702, 0.2232919, 0.2759218, 0.02032904, 0.02655585, 0.03304456, 5.068502e-05, 5.728154e-05, 5.783276e-05, 3.35868e-05, 4.190197e-05, 4.655349e-05, 0.0001836935, 0.0002566617, 0.0002612298, 0.00140881, 0.001586427, 0.00173187, 0.08536617, 0.09949516, 0.1003557, 0.3546982, 0.4125717, 0.4939646, 3.84e-09, 0.8670038, 0.9776319, 5000, 3156.469, -1.517464, -1.517464, 3102.616, 3156.469, 3303.099, 0.002272709, 2.424682e-11, 1275.894, 1568.661, 1584.879
184, 1275.894, 1567.465, 1584.873, 1463.554, 1569.277, 1584.865, 0.2177985, 0.2229172, 0.2756178, 0.02029576, 0.02650337, 0.03297776, 5.072104e-05, 5.734203e-05, 5.789479e-05, 3.362675e-05, 4.195651e-05, 4.661834e-05, 0.0001840268, 0.0002573653, 0.0002619584, 0.00141363, 0.001591607, 0.001737034, 0.08543993, 0.09961444, 0.100477, 0.3553716, 0.4132749, 0.4946158, 3.84e-09, 0.8663436, 0.9771415, 5000, 3151.152, -1.535953, -1.535953, 3097.33, 3151.152, 3297.908, 0.002264022, 8.72404e-11, 1277.302, 1571.304, 1587.599
185, 1277.302, 1570.105, 1587.593, 1465.763, 1571.923, 1587.585, 0.217428, 0.2225437, 0.2753142, 0.02026259, 0.02645104, 0.03291097, 5.075708e-05, 5.740244e-05, 5.795674e-05, 3.366668e-05, 4.201098e-05, 4.668303e-05, 0.0001843606, 0.0002580695, 0.0002626875, 0.001418464, 0.001596796, 0.001742206, 0.08551372, 0.09973339, 0.1005979, 0.3560481, 0.4139794, 0.4952672, 3.84e-09, 0.8656843, 0.9766509, 5000, 3145.852, -1.554494, -1.554494, 3092.061, 3145.852, 3292.734, 0.002255384, 7.551059e-11, 1278.711, 1573.948, 1590.32
186, 1278.711, 1572.746, 1590.313, 1467.972, 1574.569, 1590.305, 0.2170587, 0.2221714, 0.275011, 0.02022952, 0.02639885, 0.03284421, 5.079313e-05, 5.746277e-05, 5.80186e-05, 3.370661e-05, 4.206539e-05, 4.674758e-05, 0.0001846949, 0.0002587743, 0.0002634172, 0.001423313, 0.001601995, 0.001747383, 0.08558753, 0.099852, 0.1007184, 0.3567275, 0.4146851, 0.4959187, 3.84e-09, 0.8650259, 0.9761603, 5000, 3140.569, -1.573088, -1.573088, 3086.809, 3140.569, 3287.575, 0.00224679, 5.463112e-11, 1280.121, 1576.592, 1593.04
187, 1280.121, 1575.386, 1593.034, 1470.182, 1577.215, 1593.026, 0.2166906, 0.2218003, 0.2747083, 0.02019655, 0.02634681, 0.03277748, 5.082919e-05, 5.752302e-05, 5.808037e-05, 3.374653e-05, 4.211974e-05, 4.681198e-05, 0.0001850297, 0.0002594797, 0.0002641475, 0.001428175, 0.001607202, 0.001752568, 0.08566138, 0.09997027, 0.1008385, 0.35741, 0.4153921, 0.4965703, 3.84e-09, 0.8643685, 0.9756695, 5000, 3135.304, -1.591735, -1.591735, 3081.575, 3135.304, 3282.432, 0.002238244, 5.107892e-12, 1281.533, 1579.237, 1595.761
188, 1281.533, 1578.027, 1595.755, 1472.392, 1579.862, 1595.746, 0.2163237, 0.2214304, 0.274406, 0.02016369, 0.02629492, 0.03271079, 5.086526e-05, 5.758319e-05, 5.814206e-05, 3.378644e-05, 4.217402e-05, 4.687624e-05, 0.0001853649, 0.0002601856, 0.0002648784, 0.001433051, 0.001612419, 0.001757759, 0.08573525, 0.1000882, 0.1009582, 0.3580954, 0.4161003, 0.497222, 3.84e-09, 0.8637119, 0.9751787, 5000, 3130.056, -1.610435, -1.610435, 3076.358, 3130.056, 3277.305, 0.002229745, 8.160557e-11, 1282.945, 1581.881, 1598.482
189, 1282.945, 1580.668, 1598.476, 1474.603, 1582.509, 1598.467, 0.2159581, 0.2210617, 0.2741042, 0.02013094, 0.02624318, 0.03264414, 5.090134e-05, 5.764328e-05, 5.820364e-05, 3.382634e-05, 4.222825e-05, 4.694036e-05, 0.0001857007, 0.0002608922, 0.0002656099, 0.001437941, 0.001617644, 0.001762956, 0.08580914, 0.1002058, 0.1010775, 0.3587838, 0.4168098, 0.4978739, 3.84e-09, 0.8630562, 0.9746878, 5000, 3124.825, -1.629187, -1.629187, 3071.158, 3124.825, 3272.193, 0.002221292, 6.769618e-11, 1284.359, 1584.526, 1601.203
190, 1284.359, 1583.31, 1601.197, 1476.815, 1585.156, 1601.188, 0.2155937, 0.2206942, 0.2738028, 0.02009828, 0.02619159, 0.03257755, 5.093743e-05, 5.770328e-05, 5.826514e-05, 3.386623e-05, 4.228241e-05, 4.700434e-05, 0.0001860369, 0.0002615993, 0.0002663419, 0.001442845, 0.001622878, 0.00176816, 0.08588306, 0.1003229, 0.1011964, 0.3594751, 0.4175205, 0.4985259, 3.84e-09, 0.8624013, 0.9741967, 5000, 3119.611, -1.647991, -1.647991, 3065.975, 3119.611, 3267.098, 0.002212885, 5.725053e-11, 1285.773, 1587.171, 1603.924
191, 1285.773, 1585.951, 1603.918, 1479.027, 1587.803, 1603.909, 0.2152305, 0.2203279, 0.2735018, 0.02006574, 0.02614016, 0.03251102, 5.097353e-05, 5.776319e-05, 5.832653e-05, 3.390611e-05, 4.233651e-05, 4.706819e-05, 0.0001863736, 0.0002623069, 0.0002670744, 0.001447761, 0.00162812, 0.00177337, 0.085957, 0.1004398, 0.1013148, 0.3601693, 0.4182324, 0.499178, 3.84e-09, 0.8617473, 0.9737056, 5000, 3114.415, -1.666846, -1.666846, 3060.81, 3114.415, 3262.018, 0.002204524, 8.574244e-11, 1287.189, 1589.816, 1606.646
192, 1287.189, 1588.593, 1606.639, 1481.239, 1590.45, 1606.631, 0.2148684, 0.2199629, 0.2732013, 0.02003329, 0.02608888, 0.03244455, 5.100963e-05, 5.782302e-05, 5.838784e-05, 3.394597e-05, 4.239056e-05, 4.71319e-05, 0.0001867108, 0.0002630151, 0.0002678074, 0.001452691, 0.001633372, 0.001778586, 0.08603097, 0.1005562, 0.1014329, 0.3608664, 0.4189456, 0.4998302, 3.84e-09, 0.861094, 0.9732145, 5000, 3109.235, -1.685754, -1.685754, 3055.662, 3109.235, 3256.953, 0.002196205, 3.83443e-11, 1288.605, 1592.461, 1609.367
