Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,V,stack_Voltage,min_curr,mean_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max
211, 1314.267, 1638.782, 1658.342, 1523.346, 1640.744, 1658.333, 0.2082143, 0.2132493, 0.2675773, 0.01943613, 0.02514483, 0.03120183, 5.169718e-05, 5.894125e-05, 5.953196e-05, 3.470098e-05, 4.340668e-05, 4.832025e-05, 0.0001932047, 0.0002765546, 0.0002818158, 0.001548635, 0.00173467, 0.001878837, 0.08743998, 0.1026855, 0.10358, 0.3746389, 0.4327307, 0.5122462, 3.84e-09, 0.848812, 0.9638718, 5000, 3014.004, -2.054617, -2.054617, 2961.032, 3014.004, 3163.645, 0.002046343, 8.865466e-11, 1315.701, 1642.71, 1661.069
212, 1315.701, 1641.422, 1661.062, 1525.564, 1643.39, 1661.053, 0.2078756, 0.2129074, 0.267286, 0.0194057, 0.02509677, 0.0311378, 5.173341e-05, 5.899903e-05, 5.959099e-05, 3.474057e-05, 4.345963e-05, 4.838177e-05, 0.0001935508, 0.0002772708, 0.0002825563, 0.001553795, 0.001740078, 0.00188417, 0.08751427, 0.1027926, 0.1036873, 0.375391, 0.4334689, 0.512901, 3.84e-09, 0.8481714, 0.9633797, 5000, 3009.155, -2.074525, -2.074525, 2956.216, 3009.155, 3158.885, 0.002038864, 3.170691e-11, 1317.135, 1645.353, 1663.789
213, 1317.135, 1644.062, 1663.782, 1527.783, 1646.035, 1663.772, 0.207538, 0.2125666, 0.2669951, 0.01937536, 0.02504888, 0.03107393, 5.176965e-05, 5.905668e-05, 5.964988e-05, 3.478014e-05, 4.351253e-05, 4.844319e-05, 0.0001938974, 0.0002779873, 0.0002832971, 0.001558966, 0.001745492, 0.001889509, 0.08758856, 0.1028992, 0.103794, 0.3761459, 0.4342084, 0.5135559, 3.84e-09, 0.8475313, 0.9628876, 5000, 3004.323, -2.094482, -2.094482, 2951.415, 3004.323, 3154.139, 0.002031424, 8.273157e-11, 1318.571, 1647.996, 1666.508
214, 1318.571, 1646.703, 1666.501, 1530.003, 1648.68, 1666.492, 0.2072016, 0.212227, 0.2667047, 0.01934512, 0.02500115, 0.03101022, 5.18059e-05, 5.911422e-05, 5.970864e-05, 3.481969e-05, 4.356538e-05, 4.850453e-05, 0.0001942444, 0.0002787041, 0.0002840382, 0.001564146, 0.001750914, 0.001894853, 0.08766288, 0.1030051, 0.1039, 0.3769034, 0.4349492, 0.514211, 3.84e-09, 0.8468917, 0.9623956, 5000, 2999.506, -2.114487, -2.114487, 2946.631, 2999.506, 3149.408, 0.002024022, 6.417276e-11, 1320.007, 1650.639, 1669.228
215, 1320.007, 1649.342, 1669.22, 1532.222, 1651.325, 1669.211, 0.2068663, 0.2118885, 0.2664148, 0.01931498, 0.02495359, 0.03094668, 5.184214e-05, 5.917163e-05, 5.976726e-05, 3.485923e-05, 4.361818e-05, 4.856578e-05, 0.0001945918, 0.0002794211, 0.0002847794, 0.001569337, 0.001756343, 0.001900203, 0.0877372, 0.1031105, 0.1040054, 0.3776636, 0.4356914, 0.5148663, 3.84e-09, 0.8462525, 0.9619035, 5000, 2994.705, -2.13454, -2.13454, 2941.862, 2994.705, 3144.692, 0.002016658, 6.364054e-11, 1321.444, 1653.282, 1671.947
216, 1321.444, 1651.982, 1671.939, 1534.441, 1653.97, 1671.93, 0.2065321, 0.2115511, 0.2661253, 0.01928493, 0.0249062, 0.03088332, 5.18784e-05, 5.922892e-05, 5.982575e-05, 3.489875e-05, 4.367093e-05, 4.862694e-05, 0.0001949397, 0.0002801384, 0.0002855208, 0.001574538, 0.001761779, 0.001905558, 0.08781153, 0.1032154, 0.1041101, 0.3784266, 0.4364349, 0.5155217, 3.84e-09, 0.8456138, 0.9614114, 5000, 2989.92, -2.154641, -2.154641, 2937.109, 2989.92, 3139.99, 0.00200935, 3.743388e-11, 1322.882, 1655.924, 1674.665
217, 1322.882, 1654.621, 1674.658, 1536.661, 1656.615, 1674.648, 0.206199, 0.2112148, 0.2658363, 0.01925498, 0.02485897, 0.03082012, 5.191465e-05, 5.928609e-05, 5.988409e-05, 3.493825e-05, 4.372364e-05, 4.868803e-05, 0.000195288, 0.0002808559, 0.0002862624, 0.001579748, 0.001767222, 0.001910918, 0.08788588, 0.1033196, 0.1042141, 0.3791923, 0.4371797, 0.5161773, 3.84e-09, 0.8449755, 0.9609193, 5000, 2985.151, -2.174789, -2.174789, 2932.373, 2985.151, 3135.303, 0.002002047, 4.312771e-11, 1324.321, 1658.566, 1677.384
218, 1324.321, 1657.26, 1677.376, 1538.881, 1659.259, 1677.367, 0.205867, 0.2108796, 0.2655478, 0.01922512, 0.0248119, 0.0307571, 5.195091e-05, 5.934312e-05, 5.994229e-05, 3.497774e-05, 4.37763e-05, 4.874902e-05, 0.0001956367, 0.0002815736, 0.0002870042, 0.001584968, 0.001772673, 0.001916283, 0.08796022, 0.1034232, 0.1043174, 0.3799607, 0.4379259, 0.516833, 3.84e-09, 0.8443377, 0.9604271, 5000, 2980.398, -2.194985, -2.194985, 2927.651, 2980.398, 3130.63, 0.001994804, 7.5254e-11, 1325.76, 1661.208, 1680.102
219, 1325.76, 1659.899, 1680.094, 1541.101, 1661.903, 1680.085, 0.2055361, 0.2105455, 0.2652598, 0.01919536, 0.024765, 0.03069426, 5.198717e-05, 5.940003e-05, 6.000034e-05, 3.501721e-05, 4.38289e-05, 4.880994e-05, 0.0001959859, 0.0002822915, 0.000287746, 0.001590198, 0.00177813, 0.001921654, 0.08803458, 0.1035262, 0.1044201, 0.3807319, 0.4386735, 0.5174889, 3.84e-09, 0.8437004, 0.959935, 5000, 2975.66, -2.215229, -2.215229, 2922.946, 2975.66, 3125.972, 0.001987614, 5.440537e-11, 1327.2, 1663.85, 1682.819
220, 1327.2, 1662.537, 1682.812, 1543.32, 1664.547, 1682.802, 0.2052063, 0.2102125, 0.2649722, 0.0191657, 0.02471827, 0.03063159, 5.202343e-05, 5.945681e-05, 6.005825e-05, 3.505666e-05, 4.388147e-05, 4.887078e-05, 0.0001963354, 0.0002830096, 0.0002884881, 0.001595437, 0.001783593, 0.00192703, 0.08810894, 0.1036286, 0.1045219, 0.3815058, 0.4394224, 0.518145, 3.84e-09, 0.8430634, 0.9594429, 5000, 2970.938, -2.235519, -2.235519, 2918.256, 2970.938, 3121.327, 0.001980474, 8.648648e-11, 1328.641, 1666.491, 1685.537
221, 1328.641, 1665.176, 1685.529, 1545.541, 1667.19, 1685.52, 0.2048776, 0.2098805, 0.2646851, 0.01913613, 0.0246717, 0.03056911, 5.205969e-05, 5.951346e-05, 6.0116e-05, 3.509609e-05, 4.393398e-05, 4.893154e-05, 0.0001966854, 0.0002837278, 0.0002892302, 0.001600686, 0.001789064, 0.001932411, 0.08818331, 0.1037303, 0.1046231, 0.3822825, 0.4401727, 0.5188012, 3.84e-09, 0.8424269, 0.9589508, 5000, 2966.231, -2.255857, -2.255857, 2913.582, 2966.231, 3116.698, 0.001973387, 9.662731e-11, 1330.082, 1669.132, 1688.254
222, 1330.082, 1667.813, 1688.246, 1547.761, 1669.833, 1688.237, 0.2045501, 0.2095497, 0.2643985, 0.01910665, 0.02462529, 0.03050681, 5.209596e-05, 5.956997e-05, 6.017361e-05, 3.51355e-05, 4.398645e-05, 4.899223e-05, 0.0001970357, 0.0002844463, 0.0002899724, 0.001605944, 0.001794542, 0.001937797, 0.08825768, 0.1038314, 0.1047235, 0.3830619, 0.4409245, 0.5194577, 3.84e-09, 0.8417908, 0.9584587, 5000, 2961.54, -2.276242, -2.276242, 2908.923, 2961.54, 3112.082, 0.001966346, 5.416387e-11, 1331.525, 1671.772, 1690.971
223, 1331.525, 1670.451, 1690.963, 1549.981, 1672.476, 1690.953, 0.2042235, 0.20922, 0.2641124, 0.01907727, 0.02457905, 0.03044469, 5.213222e-05, 5.962635e-05, 6.023107e-05, 3.517489e-05, 4.403887e-05, 4.905284e-05, 0.0001973865, 0.0002851649, 0.0002907148, 0.001611212, 0.001800026, 0.001943188, 0.08833205, 0.1039318, 0.1048232, 0.3838441, 0.4416777, 0.5201142, 3.84e-09, 0.841155, 0.9579666, 5000, 2956.864, -2.296673, -2.296673, 2904.28, 2956.864, 3107.481, 0.001959347, 6.074578e-11, 1332.968, 1674.412, 1693.687
224, 1332.968, 1673.088, 1693.679, 1552.201, 1675.118, 1693.67, 0.2038981, 0.2088913, 0.2638267, 0.01904798, 0.02453297, 0.03038276, 5.216849e-05, 5.968259e-05, 6.028837e-05, 3.521427e-05, 4.409124e-05, 4.911338e-05, 0.0001977377, 0.0002858836, 0.0002914572, 0.001616488, 0.001805517, 0.001948584, 0.08840644, 0.1040316, 0.1049222, 0.3846291, 0.4424323, 0.520771, 3.84e-09, 0.8405197, 0.9574745, 5000, 2952.203, -2.317151, -2.317151, 2899.652, 2952.203, 3102.894, 0.001952391, 5.888142e-11, 1334.411, 1677.052, 1696.403
225, 1334.411, 1675.725, 1696.395, 1554.422, 1677.76, 1696.386, 0.2035737, 0.2085637, 0.2635415, 0.01901879, 0.02448705, 0.03032102, 5.220476e-05, 5.973869e-05, 6.034551e-05, 3.525363e-05, 4.414357e-05, 4.917384e-05, 0.0001980893, 0.0002866024, 0.0002921996, 0.001621774, 0.001811015, 0.001953985, 0.08848082, 0.1041307, 0.1050204, 0.385417, 0.4431883, 0.521428, 3.84e-09, 0.8398847, 0.9569824, 5000, 2947.558, -2.337675, -2.337675, 2895.039, 2947.558, 3098.321, 0.001945475, 1.544562e-11, 1335.856, 1679.692, 1699.119
226, 1335.856, 1678.362, 1699.111, 1556.642, 1680.402, 1699.101, 0.2032505, 0.2082371, 0.2632569, 0.01898968, 0.0244413, 0.03025946, 5.224102e-05, 5.979466e-05, 6.04025e-05, 3.529297e-05, 4.419586e-05, 4.923424e-05, 0.0001984413, 0.0002873214, 0.0002929421, 0.001627069, 0.001816519, 0.001959392, 0.08855521, 0.104229, 0.1051177, 0.3862076, 0.4439458, 0.5220852, 3.84e-09, 0.8392501, 0.9564903, 5000, 2942.928, -2.358246, -2.358246, 2890.441, 2942.928, 3093.762, 0.001938599, 5.255668e-11, 1337.301, 1682.331, 1701.834
227, 1337.301, 1680.998, 1701.826, 1558.863, 1683.043, 1701.817, 0.2029282, 0.2079116, 0.2629726, 0.01896067, 0.02439571, 0.0301981, 5.227729e-05, 5.985048e-05, 6.045933e-05, 3.533229e-05, 4.42481e-05, 4.929457e-05, 0.0001987937, 0.0002880405, 0.0002936846, 0.001632373, 0.00182203, 0.001964803, 0.0886296, 0.1043267, 0.1052143, 0.3870011, 0.4447048, 0.5227425, 3.84e-09, 0.8386159, 0.9559983, 5000, 2938.313, -2.378863, -2.378863, 2885.859, 2938.313, 3089.217, 0.00193176, 5.444442e-11, 1338.746, 1684.97, 1704.549
228, 1338.746, 1683.634, 1704.541, 1561.083, 1685.684, 1704.532, 0.2026071, 0.2075872, 0.2626889, 0.01893175, 0.02435028, 0.03013693, 5.231356e-05, 5.990616e-05, 6.051599e-05, 3.537159e-05, 4.430029e-05, 4.935483e-05, 0.0001991465, 0.0002887596, 0.0002944272, 0.001637686, 0.001827548, 0.001970219, 0.08870399, 0.1044237, 0.1053101, 0.3877974, 0.4454653, 0.5234001, 3.84e-09, 0.837982, 0.9555062, 5000, 2933.713, -2.399526, -2.399526, 2881.292, 2933.713, 3084.686, 0.00192496, 2.092134e-11, 1340.193, 1687.609, 1707.264
229, 1340.193, 1686.27, 1707.256, 1563.304, 1688.325, 1707.246, 0.2022869, 0.2072638, 0.2624056, 0.01890293, 0.02430501, 0.03007594, 5.234984e-05, 5.996169e-05, 6.057249e-05, 3.541087e-05, 4.435245e-05, 4.941503e-05, 0.0001994997, 0.0002894789, 0.0002951698, 0.001643008, 0.001833073, 0.001975641, 0.08877839, 0.10452, 0.105405, 0.3885966, 0.4462273, 0.5240579, 3.84e-09, 0.8373485, 0.9550141, 5000, 2929.128, -2.420235, -2.420235, 2876.739, 2929.128, 3080.169, 0.001918198, 6.15555e-11, 1341.64, 1690.247, 1709.978
230, 1341.64, 1688.905, 1709.97, 1565.525, 1690.965, 1709.96, 0.2019679, 0.2069415, 0.2621228, 0.01887419, 0.02425991, 0.03001516, 5.238611e-05, 6.001707e-05, 6.062883e-05, 3.545013e-05, 4.440456e-05, 4.947516e-05, 0.0001998533, 0.0002901982, 0.0002959124, 0.001648339, 0.001838604, 0.001981067, 0.08885279, 0.1046155, 0.1054991, 0.3893987, 0.4469908, 0.5247159, 3.84e-09, 0.8367153, 0.9545221, 5000, 2924.558, -2.440989, -2.440989, 2872.202, 2924.558, 3075.665, 0.001911472, 1.487794e-11, 1343.088, 1692.885, 1712.692
231, 1343.088, 1691.54, 1712.684, 1567.746, 1693.605, 1712.674, 0.2016499, 0.2066202, 0.2618405, 0.01884554, 0.02421496, 0.02995456, 5.242238e-05, 6.007231e-05, 6.0685e-05, 3.548938e-05, 4.445662e-05, 4.953523e-05, 0.0002002073, 0.0002909175, 0.0002966549, 0.001653679, 0.001844141, 0.001986498, 0.08892719, 0.1047103, 0.1055923, 0.3902038, 0.4477559, 0.5253741, 3.84e-09, 0.8360824, 0.95403, 5000, 2920.003, -2.461789, -2.461789, 2867.679, 2920.003, 3071.175, 0.001904784, 9.62329e-11, 1344.536, 1695.522, 1715.405
232, 1344.536, 1694.174, 1715.398, 1569.967, 1696.245, 1715.388, 0.2013329, 0.2063, 0.2615587, 0.01881699, 0.02417018, 0.02989416, 5.245865e-05, 6.01274e-05, 6.0741e-05, 3.55286e-05, 4.450865e-05, 4.959523e-05, 0.0002005617, 0.000291637, 0.0002973974, 0.001659027, 0.001849686, 0.001991934, 0.08900159, 0.1048043, 0.1056847, 0.3910117, 0.4485226, 0.5260326, 3.84e-09, 0.8354499, 0.953538, 5000, 2915.462, -2.482634, -2.482634, 2863.172, 2915.462, 3066.699, 0.001898135, 4.732223e-11, 1345.986, 1698.159, 1718.119
233, 1345.986, 1696.809, 1718.111, 1572.188, 1698.884, 1718.101, 0.201017, 0.2059808, 0.2612773, 0.01878852, 0.02412556, 0.02983396, 5.249492e-05, 6.018233e-05, 6.079682e-05, 3.556781e-05, 4.456063e-05, 4.965518e-05, 0.0002009165, 0.0002923564, 0.0002981398, 0.001664384, 0.001855237, 0.001997375, 0.08907599, 0.1048976, 0.1057762, 0.3918226, 0.4492908, 0.5266913, 3.84e-09, 0.8348176, 0.9530459, 5000, 2910.937, -2.503525, -2.503525, 2858.679, 2910.937, 3062.236, 0.001891522, 4.990637e-11, 1347.435, 1700.796, 1720.831
234, 1347.435, 1699.443, 1720.824, 1574.409, 1701.523, 1720.813, 0.2007021, 0.2056626, 0.2609964, 0.01876015, 0.0240811, 0.02977395, 5.253119e-05, 6.023711e-05, 6.085247e-05, 3.560699e-05, 4.461257e-05, 4.971507e-05, 0.0002012717, 0.0002930759, 0.0002988822, 0.00166975, 0.001860794, 0.002002821, 0.0891504, 0.10499, 0.1058668, 0.3926364, 0.4500606, 0.5273502, 3.84e-09, 0.8341857, 0.9525539, 5000, 2906.425, -2.524461, -2.524461, 2854.2, 2906.425, 3057.787, 0.001884948, 3.475093e-11, 1348.886, 1703.433, 1723.544
235, 1348.886, 1702.076, 1723.536, 1576.63, 1704.162, 1723.526, 0.2003882, 0.2053454, 0.260716, 0.01873186, 0.02403679, 0.02971414, 5.256746e-05, 6.029174e-05, 6.090795e-05, 3.564616e-05, 4.466447e-05, 4.97749e-05, 0.0002016273, 0.0002937953, 0.0002996245, 0.001675125, 0.001866358, 0.002008272, 0.0892248, 0.1050817, 0.1059565, 0.3934532, 0.450832, 0.5280093, 3.84e-09, 0.833554, 0.9520619, 5000, 2901.929, -2.545441, -2.545441, 2849.737, 2901.929, 3053.352, 0.001878413, 7.805083e-11, 1350.337, 1706.069, 1726.256
236, 1350.337, 1704.71, 1726.248, 1578.851, 1706.8, 1726.238, 0.2000753, 0.2050292, 0.2604361, 0.01870366, 0.02399265, 0.02965453, 5.260373e-05, 6.034621e-05, 6.096324e-05, 3.568531e-05, 4.471633e-05, 4.983467e-05, 0.0002019832, 0.0002945148, 0.0003003666, 0.001680508, 0.001871928, 0.002013727, 0.0892992, 0.1051726, 0.1060453, 0.3942731, 0.451605, 0.5286688, 3.84e-09, 0.8329227, 0.9515699, 5000, 2897.447, -2.566467, -2.566467, 2845.288, 2897.447, 3048.93, 0.001871915, 5.059423e-11, 1351.789, 1708.704, 1728.967
237, 1351.789, 1707.343, 1728.96, 1581.073, 1709.438, 1728.949, 0.1997635, 0.2047141, 0.2601566, 0.01867555, 0.02394866, 0.02959512, 5.264e-05, 6.040051e-05, 6.101836e-05, 3.572443e-05, 4.476815e-05, 4.989439e-05, 0.0002023396, 0.0002952342, 0.0003011087, 0.001685899, 0.001877505, 0.002019188, 0.0893736, 0.1052627, 0.1061331, 0.3950959, 0.4523797, 0.5293284, 3.84e-09, 0.8322916, 0.9510779, 5000, 2892.979, -2.587537, -2.587537, 2840.853, 2892.979, 3044.521, 0.001865454, 5.715914e-11, 1353.241, 1711.34, 1731.679
238, 1353.241, 1709.975, 1731.671, 1583.294, 1712.075, 1731.66, 0.1994527, 0.2044, 0.2598777, 0.01864753, 0.02390483, 0.02953591, 5.267627e-05, 6.045466e-05, 6.107329e-05, 3.576354e-05, 4.481993e-05, 4.995406e-05, 0.0002026964, 0.0002959536, 0.0003018506, 0.001691299, 0.001883088, 0.002024653, 0.089448, 0.1053519, 0.10622, 0.3959218, 0.4531561, 0.5299884, 3.84e-09, 0.8316609, 0.950586, 5000, 2888.526, -2.608652, -2.608652, 2836.433, 2888.526, 3040.125, 0.001859027, 7.647902e-11, 1354.694, 1713.975, 1734.39
239, 1354.694, 1712.607, 1734.382, 1585.515, 1714.712, 1734.371, 0.1991429, 0.2040869, 0.2595992, 0.01861959, 0.02386116, 0.02947689, 5.271254e-05, 6.050865e-05, 6.112804e-05, 3.580263e-05, 4.487167e-05, 5.001367e-05, 0.0002030536, 0.000296673, 0.0003025924, 0.001696708, 0.001888678, 0.002030123, 0.0895224, 0.1054403, 0.1063059, 0.3967508, 0.4539342, 0.5306486, 3.84e-09, 0.8310303, 0.950094, 5000, 2884.087, -2.629811, -2.629811, 2832.027, 2884.087, 3035.743, 0.001852634, 4.609869e-11, 1356.148, 1716.61, 1737.1
240, 1356.148, 1715.239, 1737.092, 1587.737, 1717.349, 1737.082, 0.198834, 0.2037747, 0.2593211, 0.01859174, 0.02381764, 0.02941807, 5.27488e-05, 6.056246e-05, 6.118261e-05, 3.58417e-05, 4.492337e-05, 5.007323e-05, 0.0002034111, 0.0002973923, 0.000303334, 0.001702125, 0.001894274, 0.002035598, 0.0895968, 0.1055279, 0.1063909, 0.3975829, 0.4547139, 0.531309, 3.84e-09, 0.8304001, 0.949602, 5000, 2879.662, -2.651014, -2.651014, 2827.635, 2879.662, 3031.373, 0.001846273, 4.91362e-11, 1357.603, 1719.244, 1739.81
241, 1357.603, 1717.871, 1739.802, 1589.958, 1719.986, 1739.792, 0.1985262, 0.2034636, 0.2590436, 0.01856398, 0.02377428, 0.02935946, 5.278507e-05, 6.061612e-05, 6.123698e-05, 3.588075e-05, 4.497503e-05, 5.013275e-05, 0.0002037691, 0.0002981115, 0.0003040755, 0.00170755, 0.001899877, 0.002041107, 0.0896712, 0.1056146, 0.1064749, 0.3984182, 0.4554954, 0.5319698, 3.84e-09, 0.8297701, 0.9491101, 5000, 2875.252, -2.672262, -2.672262, 2823.258, 2875.252, 3027.017, 0.001839951, 3.789855e-11, 1359.058, 1721.878, 1742.52
242, 1359.058, 1720.502, 1742.512, 1592.18, 1722.622, 1742.502, 0.1982194, 0.2031534, 0.2587665, 0.0185363, 0.02373107, 0.02930104, 5.282133e-05, 6.06696e-05, 6.129116e-05, 3.591978e-05, 4.502665e-05, 5.019221e-05, 0.0002041274, 0.0002988307, 0.0003048167, 0.001712984, 0.001905486, 0.002046621, 0.0897456, 0.1057004, 0.1065578, 0.3992566, 0.4562787, 0.5326308, 3.84e-09, 0.8291404, 0.9486182, 5000, 2870.855, -2.693553, -2.693553, 2818.894, 2870.855, 3022.674, 0.001833657, 7.212666e-11, 1360.513, 1724.512, 1745.23
243, 1360.513, 1723.133, 1745.221, 1594.402, 1725.258, 1745.211, 0.1979136, 0.2028443, 0.2584899, 0.01850871, 0.02368802, 0.02924282, 5.28576e-05, 6.072292e-05, 6.134515e-05, 3.595879e-05, 4.507824e-05, 5.025163e-05, 0.0002044861, 0.0002995497, 0.0003055578, 0.001718426, 0.001911101, 0.00205214, 0.08981999, 0.1057853, 0.1066398, 0.4000982, 0.4570637, 0.5332922, 3.84e-09, 0.8285109, 0.9481262, 5000, 2866.473, -2.714889, -2.714889, 2814.545, 2866.473, 3018.344, 0.001827407, 6.234146e-11, 1361.969, 1727.145, 1747.939
244, 1361.969, 1725.764, 1747.93, 1596.624, 1727.893, 1747.92, 0.1976087, 0.2025361, 0.2582137, 0.01848121, 0.02364512, 0.02918481, 5.289386e-05, 6.077606e-05, 6.139894e-05, 3.599778e-05, 4.512979e-05, 5.0311e-05, 0.0002048453, 0.0003002687, 0.0003062986, 0.001723877, 0.001916723, 0.002057664, 0.08989437, 0.1058693, 0.1067207, 0.400943, 0.4578505, 0.5339539, 3.84e-09, 0.8278816, 0.9476343, 5000, 2862.104, -2.736268, -2.736268, 2810.209, 2862.104, 3014.026, 0.001821191, 6.253101e-11, 1363.426, 1729.778, 1750.647
245, 1363.426, 1728.394, 1750.639, 1598.846, 1730.528, 1750.629, 0.1973048, 0.2022289, 0.2579381, 0.01845379, 0.02360238, 0.02912699, 5.293012e-05, 6.082902e-05, 6.145254e-05, 3.603675e-05, 4.51813e-05, 5.037033e-05, 0.0002052047, 0.0003009875, 0.0003070392, 0.001729335, 0.001922352, 0.002063193, 0.08996876, 0.1059524, 0.1068005, 0.401791, 0.4586392, 0.5346158, 3.84e-09, 0.8272526, 0.9471424, 5000, 2857.749, -2.75769, -2.75769, 2805.888, 2857.749, 3009.722, 0.001815007, 1.628274e-11, 1364.884, 1732.411, 1753.356
246, 1364.884, 1731.024, 1753.347, 1601.067, 1733.163, 1753.337, 0.1970019, 0.2019226, 0.2576629, 0.01842645, 0.02355979, 0.02906937, 5.296637e-05, 6.088181e-05, 6.150593e-05, 3.607571e-05, 4.523277e-05, 5.042962e-05, 0.0002055646, 0.0003017062, 0.0003077795, 0.001734802, 0.001927987, 0.002068727, 0.09004313, 0.1060346, 0.1068794, 0.4026423, 0.4594297, 0.5352781, 3.84e-09, 0.8266238, 0.9466505, 5000, 2853.408, -2.779156, -2.779156, 2801.58, 2853.408, 3005.43, 0.001808855, 6.536055e-11, 1366.342, 1735.043, 1756.064
247, 1366.342, 1733.654, 1756.055, 1603.29, 1735.797, 1756.045, 0.1967, 0.2016173, 0.2573882, 0.0183992, 0.02351735, 0.02901196, 5.300263e-05, 6.093443e-05, 6.155913e-05, 3.611464e-05, 4.528421e-05, 5.048886e-05, 0.0002059249, 0.0003024247, 0.0003085195, 0.001740278, 0.001933628, 0.002074265, 0.09011751, 0.1061158, 0.1069572, 0.4034969, 0.460222, 0.5359407, 3.84e-09, 0.8259952, 0.9461586, 5000, 2849.081, -2.800665, -2.800665, 2797.286, 2849.081, 3001.151, 0.001802735, 7.355212e-11, 1367.8, 1737.675, 1758.771
248, 1367.8, 1736.283, 1758.763, 1605.512, 1738.431, 1758.752, 0.196399, 0.201313, 0.257114, 0.01837203, 0.02347506, 0.02895474, 5.303888e-05, 6.098686e-05, 6.161211e-05, 3.615355e-05, 4.533562e-05, 5.054806e-05, 0.0002062855, 0.0003031431, 0.0003092593, 0.001745761, 0.001939276, 0.002079809, 0.09019188, 0.1061961, 0.1070339, 0.4043548, 0.4610162, 0.5366037, 3.84e-09, 0.8253668, 0.9456667, 5000, 2844.768, -2.822217, -2.822217, 2793.006, 2844.768, 2996.884, 0.001796649, 6.632951e-11, 1369.26, 1740.307, 1761.479
249, 1369.26, 1738.912, 1761.47, 1607.734, 1741.065, 1761.459, 0.1960989, 0.2010096, 0.2568402, 0.01834494, 0.02343292, 0.02889772, 5.307513e-05, 6.103911e-05, 6.166489e-05, 3.619245e-05, 4.538699e-05, 5.060722e-05, 0.0002066465, 0.0003038613, 0.0003099988, 0.001751253, 0.00194493, 0.002085357, 0.09026625, 0.1062754, 0.1071095, 0.4052161, 0.4618123, 0.5372703, 3.84e-09, 0.8247387, 0.9451748, 5000, 2840.468, -2.843813, -2.843813, 2788.739, 2840.468, 2992.63, 0.001790595, 3.529697e-11, 1370.72, 1742.939, 1764.185
250, 1370.72, 1741.541, 1764.177, 1609.956, 1743.699, 1764.166, 0.1957999, 0.2007072, 0.2565669, 0.01831794, 0.02339094, 0.02884091, 5.311139e-05, 6.109117e-05, 6.171746e-05, 3.623132e-05, 4.543832e-05, 5.066635e-05, 0.000207008, 0.0003045793, 0.0003107379, 0.001756753, 0.001950591, 0.00209091, 0.09034061, 0.1063537, 0.107184, 0.4060808, 0.4626104, 0.537955, 3.84e-09, 0.8241107, 0.9446829, 5000, 2836.181, -2.865451, -2.865451, 2784.486, 2836.181, 2988.389, 0.001784571, 8.633095e-11, 1372.18, 1745.57, 1766.892
251, 1372.18, 1744.169, 1766.884, 1612.179, 1746.332, 1766.873, 0.1955017, 0.2004057, 0.256294, 0.01829101, 0.0233491, 0.02878429, 5.314764e-05, 6.114305e-05, 6.176982e-05, 3.627018e-05, 4.548963e-05, 5.072543e-05, 0.0002073698, 0.0003052971, 0.0003114767, 0.001762261, 0.001956258, 0.002096467, 0.09041497, 0.106431, 0.1072574, 0.4069489, 0.4634104, 0.5386402, 3.84e-09, 0.823483, 0.944191, 5000, 2831.908, -2.887132, -2.887132, 2780.246, 2831.908, 2984.16, 0.001778578, 9.003607e-11, 1373.642, 1748.201, 1769.598
252, 1373.642, 1746.797, 1769.59, 1614.401, 1748.965, 1769.579, 0.1952045, 0.2001052, 0.2560216, 0.01826417, 0.02330741, 0.02872787, 5.318389e-05, 6.119474e-05, 6.182197e-05, 3.630902e-05, 4.554089e-05, 5.078448e-05, 0.000207732, 0.0003060147, 0.0003122151, 0.001767778, 0.001961931, 0.00210203, 0.09048933, 0.1065074, 0.1073296, 0.4078205, 0.4642124, 0.5393258, 3.84e-09, 0.8228554, 0.9436991, 5000, 2827.648, -2.908855, -2.908855, 2776.02, 2827.648, 2979.943, 0.001772617, 3.848354e-11, 1375.103, 1750.831, 1772.304
253, 1375.103, 1749.425, 1772.296, 1616.624, 1751.597, 1772.285, 0.1949083, 0.1998056, 0.2557497, 0.01823741, 0.02326587, 0.02867165, 5.322014e-05, 6.124624e-05, 6.187389e-05, 3.634783e-05, 4.559213e-05, 5.08435e-05, 0.0002080947, 0.0003067321, 0.0003129532, 0.001773302, 0.001967611, 0.002107597, 0.09056369, 0.1065826, 0.1074006, 0.4086956, 0.4650164, 0.5400119, 3.84e-09, 0.822228, 0.9432072, 5000, 2823.401, -2.930621, -2.930621, 2771.807, 2823.401, 2975.738, 0.001766688, 8.700584e-11, 1376.566, 1753.462, 1775.01
